#;RAJ;DECJ;P0;P1;NAME;PSRJ;PSR;BINARY;PB;
 ;(hms);(dms);(s); ; ; ;TYPE;(type);(days);
931;15:59:21.3;-55:45:40;0.957242;2.05e-14;B1555-55;J1559-5545;*;*;*;
932;16:00:51.9;-30:53:49.3;0.003598;9.50e-21;J1600-3053;J1600-3053;HE[egc+13];DD;14.3485;
933;16:00:53.0;-50:44:20.9;0.192601;5.06e-15;B1557-50;J1600-5044;*;*;*;
934;16:00:19.9;-57:51:14.7;0.194454;2.13e-15;B1556-57;J1600-5751;*;*;*;
935;16:00:35.0;-59:16:59;1.247666;8.87e-16;J1600-5916;J1600-5916;*;*;*;
936;16:01:24;-50:23;0.860777;*;J1601-50;J1601-50;*;*;*;
937;16:01:27.3;-52:44:09;2.559357;7.21e-16;J1601-5244;J1601-5244;*;*;*;
938;16:01:54.9;-53:35:43.2;0.288457;6.24e-14;J1601-5335;J1601-5335;*;*;*;
939;16:02:18.2;-49:57:32;0.819990;1.59e-14;J1602-4957;J1602-4957;*;*;*;
940;16:02:18.8;-51:00:02;0.864227;6.96e-14;B1558-50;J1602-5100;*;*;*;
941;16:03:34;+18:51;0.503000;*;J1603+18;J1603+18;RRAT[dsm+16];*;*;
942;16:03:04.8;-25:31:47.3;0.283070;1.59e-15;J1603-2531;J1603-2531;*;*;*;
943;16:03:08.0;-27:13:27.6;0.778313;3.01e-15;B1600-27;J1603-2712;*;*;*;
944;16:03:53.6;-35:39:57.1;0.141909;1.24e-16;J1603-3539;J1603-3539;*;*;*;
945;16:03:31.4;-56:57:44.1;0.496077;2.79e-15;J1603-5657;J1603-5657;*;*;*;
946;16:03:35.6;-72:02:32.7;0.014842;1.56e-20;J1603-7202;J1603-7202;*;ELL1;6.3086;
947;16:04:24;-31:39;0.883883;*;J1604-31;J1604-31;*;*;*;
948;16:04:32;-44:43;1.389200;*;J1604-44;J1604-44;*;*;*;
949;16:04:29.4;-47:18:47.9;0.527466;4.96e-15;J1604-4718;J1604-4718;*;*;*;
950;16:04:22.9;-49:09:58.3;0.327418;1.02e-15;B1600-49;J1604-4909;*;*;*;
951;16:04:29.1;-72:03:30.4;0.341403;8.40e-17;J1604-7203;J1604-7203;*;*;*;
952;16:05:18.5;+32:49:18.0;6.880000;*;J1605+3249;J1605+3249;XINS,NRAD;*;*;
953;16:05:19.0;-52:15:48;1.013609;4.75e-15;J1605-5215;J1605-5215;*;*;*;
954;16:05:16.3;-52:57:34;0.658013;2.56e-16;B1601-52;J1605-5257;*;*;*;
955;16:07:12.1;-00:32:40.8;0.421816;3.06e-16;B1604-00;J1607-0032;*;*;*;
956;16:07:49.3;-51:40:16;0.342723;2.54e-15;J1607-5140;J1607-5140;*;*;*;
957;16:07:48.7;-64:49:43.0;0.298116;2.49e-17;J1607-6449;J1607-6449;*;*;*;
958;16:09:05.3;-19:30:08;1.557917;5.09e-16;J1609-1930;J1609-1930;*;*;*;
959;16:09:41.1;-46:16:22.5;0.249609;5.01e-16;J1609-4616;J1609-4616;*;*;*;
960;16:09:26.7;-51:58:18;1.279402;1.30e-14;J1609-5158;J1609-5158;*;*;*;
961;16:10:42.7;-13:22:22;1.018393;2.30e-16;B1607-13;J1610-1322;*;*;*;
962;16:10:11;-17:50;*;*;J1610-17;J1610-17;RRAT;*;*;
963;16:10:44.3;-50:06:42.2;0.481119;1.36e-14;J1610-5006;J1610-5006;*;*;*;
964;16:10:12.8;-53:03:49;0.786468;2.62e-15;J1610-5303;J1610-5303;*;*;*;
965;16:11;-01:28;1.296870;*;J1611-01;J1611-01;RRAT;*;*;
966;16:11:02.7;-48:11:39;1.296850;1.95e-15;J1611-4811;J1611-4811;*;*;*;
967;16:11:46.6;-49:49:57.2;0.666438;5.42e-16;J1611-4949;J1611-4949;*;*;*;
968;16:11:03.2;-52:09:23.6;0.182492;5.17e-15;B1607-52;J1611-5209;*;*;*;
969;16:11:51.3;-58:47:42.3;0.354550;2.01e-18;J1611-5847;J1611-5847;*;*;*;
970;16:12:23.4;+20:08:18.3;0.426646;3.73e-17;J1612+2008;J1612+2008;*;*;*;
971;16:12:26.0;-24:08:04;0.923834;1.57e-15;J1612-2408;J1612-2408;*;*;*;
972;16:12:54;-49:27;0.192687;*;J1612-49;J1612-49;*;*;*;
973;16:12:00.6;-51:36:54;0.483311;3.78e-15;J1612-5136;J1612-5136;*;*;*;
974;16:12:06;-55:09;0.846907;*;J1612-55;J1612-55;*;*;*;
975;16:12:27.8;-58:05:29.2;0.615520;9.35e-16;J1612-5805;J1612-5805;*;*;*;
976;16:13:29.0;-47:14:25.8;0.382376;6.32e-16;B1609-47;J1613-4714;*;*;*;
977;16:13:42.4;-52:11:21.0;0.457502;1.92e-14;J1613-5211;J1613-5211;*;*;*;
978;16:13:57.4;-52:34:17;0.655221;6.63e-15;J1613-5234;J1613-5234;*;*;*;
979;16:14:40.9;+07:37:31.0;1.206801;2.36e-15;B1612+07;J1614+0737;*;*;*;
980;16:14:36.5;-22:30:31.2;0.003151;9.62e-21;J1614-2230;J1614-2230;HE[aaa+09f];ELL1;8.6866;
981;16:14;-23:15;0.033500;*;J1614-23;J1614-23;*;*;*;
982;16:14:43;-38:46:15;0.464100;*;J1614-38;J1614-38;*;*;*;
983;16:14:31.2;-39:37:28.8;0.407292;1.59e-16;J1614-3937;J1614-3937;*;*;*;
984;16:14:11.2;-50:48:03.5;0.231694;4.95e-13;B1610-50;J1614-5048;*;*;*;
985;16:14:45.7;-51:44:49;1.534008;7.44e-15;J1614-5144;J1614-5144;*;*;*;
986;16:14:50.3;-54:02:47;0.572592;2.90e-17;J1614-5402;J1614-5402;*;*;*;
987;16:15:52.8;-29:40:16;2.477568;1.58e-15;B1612-29;J1615-2940;*;*;*;
988;16:15:01.1;-54:44:32.4;0.360958;3.38e-16;J1615-5444;J1615-5444;*;*;*;
989;16:15:40.4;-55:37:00.5;0.791526;2.00e-15;B1611-55;J1615-5537;*;*;*;
990;16:16:29.8;-50:17:14.9;0.491384;4.66e-14;J1616-5017;J1616-5017;*;*;*;
991;16:16:30.9;-51:09:17;1.219594;1.91e-14;J1616-5109;J1616-5109;*;*;*;
992;16:16:23.4;-52:08:48;1.025831;2.89e-14;J1616-5208;J1616-5208;*;*;*;
993;16:17:23.3;-42:16:59;3.428466;1.81e-14;J1617-4216;J1617-4216;*;*;*;
994;16:17:35.1;-46:08:36.5;0.567080;1.65e-14;J1617-4608;J1617-4608;*;*;*;
995;16:17:29.3;-50:55:13.2;0.069357;1.35e-13;J1617-5055;J1617-5055;HE[tkt+98];*;*;
996;16:18:30;-39:19;0.011987;*;J1618-39;J1618-39;*;ELL1;22.8000;
997;16:18:06.8;-47:23:19.1;0.203553;1.99e-15;J1618-4723;J1618-4723;*;*;*;
998;16:19:06;-42:02;1.023152;*;J1619-42;J1619-42;*;*;*;
999;16:20:41.5;-49:27:37.1;0.171935;1.05e-14;J1620-4927;J1620-4927;NRAD;*;*;
1000;16:20:14.4;-54:14:51.7;1.156360;6.74e-17;J1620-5414;J1620-5414;*;*;*;
1001;16:21:04.7;-50:39:48.6;1.084020;1.30e-14;J1621-5039;J1621-5039;*;*;*;
1002;16:21:55.8;-52:43:44;0.371924;7.68e-16;J1621-5243;J1621-5243;*;*;*;
1003;16:22:04.5;-37:51:13.9;0.731463;2.57e-15;J1622-3751;J1622-3751;*;*;*;
1004;16:22:45.4;-43:32:28.2;0.916938;1.56e-15;J1622-4332;J1622-4332;*;*;*;
1005;16:22:30.0;-43:47:21.4;0.457681;5.05e-15;J1622-4347;J1622-4347;*;*;*;
1006;16:22:47.1;-48:02:13.1;0.265072;3.07e-16;J1622-4802;J1622-4802;*;*;*;
1007;16:22:05.4;-48:46:29;0.735092;1.10e-16;J1622-4845;J1622-4845;*;*;*;
1008;16:22:37.5;-49:44:30;1.072968;1.71e-14;J1622-4944;J1622-4944;*;*;*;
1009;16:22:44.8;-49:50:54.4;4.327020;2.78e-12;J1622-4950;J1622-4950;AXP,HE;*;*;
1010;16:22:03.6;-66:17:16.9;0.023623;5.88e-20;J1622-6617;J1622-6617;*;ELL1;1.6406;
1011;16:23:42.6;-08:41:36.6;0.503015;1.96e-15;J1623-0841;J1623-0841;RRAT;*;*;
1012;16:23:17.6;-09:08:49.2;1.276446;2.58e-15;B1620-09;J1623-0908;*;*;*;
1013;16:23:38.2;-26:31:53.7;0.011076;6.71e-19;B1620-26;J1623-2631;*;BT;191.4428;
1014;16:23:48.3;-42:56:52;0.364590;1.02e-15;B1620-42;J1623-4256;*;*;*;
1015;16:23:54.8;-49:49:04;0.725732;4.21e-14;J1623-4949;J1623-4949;*;*;*;
1016;16:23:04.1;-50:05:15.1;0.085072;4.16e-15;J1623-5005;J1623-5005;NRAD;*;*;
1017;16:24:09.9;-40:41:29.7;0.167861;4.72e-15;J1624-4041;J1624-4041;NRAD;*;*;
1018;16:24:21.3;-44:11:33.8;0.233164;7.99e-16;J1624-4411;J1624-4411;*;*;*;
1019;16:24:18.7;-46:13:02;0.871243;6.07e-17;J1624-4613;J1624-4613;*;*;*;
1020;16:24:54.8;-47:21:27;0.448723;4.15e-15;J1624-4721;J1624-4721;*;*;*;
1021;16:25:10.3;-40:48:21.5;2.355278;4.43e-16;J1625-4048;J1625-4048;*;*;*;
1022;16:25:18.0;-49:04:33.6;0.460339;1.68e-14;J1625-4904;J1625-4904;*;*;*;
1023;16:25:16.4;-49:13:44.6;0.355856;6.65e-15;J1625-4913;J1625-4913;*;*;*;
1024;16:27:00;-44:22;0.308354;*;J1626-44;J1626-44;*;*;*;
1025;16:26:48.9;-45:37:25.6;0.370141;8.28e-15;J1626-4537;J1626-4537;*;*;*;
1026;16:26:42.5;-48:07:54;0.293928;1.75e-14;J1626-4807;J1626-4807;*;*;*;
1027;16:26:06.8;-66:21:15.2;0.450868;7.66e-16;J1626-6621;J1626-6621;*;*;*;
1028;16:27:18.7;+14:19:20.7;0.490857;3.93e-16;J1627+1419;J1627+1419;*;*;*;
1029;16:27:28.7;-47:06:50.2;0.140746;1.73e-15;J1627-4706;J1627-4706;*;*;*;
1030;16:27:10.3;-48:45:08;0.612331;3.64e-15;J1627-4845;J1627-4845;*;*;*;
1031;16:27:42;-49:54;0.623678;*;J1627-49;J1627-49;*;*;*;
1032;16:27:30;-51:08;0.439684;*;J1627-51;J1627-51;*;*;*;
1033;16:27:21.0;-55:47:52.4;0.352464;7.38e-16;J1627-5547;J1627-5547;*;*;*;
1034;16:27:52.5;-59:36:55.3;0.354234;8.00e-18;J1627-5936;J1627-5936;*;*;*;
1035;16:27;+86:54;0.395785;*;J1627+86;J1627+86;*;*;*;
1036;16:28:07.0;-32:05:48.9;0.003210;*;J1628-3205;J1628-3205;*;BT;0.2100;
1037;16:28:26.8;-48:04:59;0.865971;1.24e-15;J1628-4804;J1628-4804;*;*;*;
1038;16:28:30.9;-48:28:42;4.137539;1.75e-14;J1628-4828;J1628-4828;*;*;*;
1039;16:29:35.8;-36:36:13;2.988193;7.00e-15;J1629-3636;J1629-3636;*;*;*;
1040;16:29;+43:59;0.181173;*;J1629+43;J1629+43;*;*;*;
1041;16:29:08.7;-69:02:45.2;0.006001;1.00e-20;J1629-6902;J1629-6902;*;*;*;
1042;16:30;+37;0.003320;*;J1630+37;J1630+37;*;BT;12.5000;
1043;16:30:02.4;-47:19:42;0.559071;1.42e-14;J1630-4719;J1630-4719;*;*;*;
1044;16:30:37.4;-47:33:05.0;0.575971;2.23e-14;B1626-47;J1630-4733;*;*;*;
1045;16:31:52.4;-16:12:52.0;0.677684;1.10e-15;J1631-1612;J1631-1612;*;*;*;
1046;16:31:18.3;-41:55:03.7;0.551241;8.81e-18;J1631-4155;J1631-4155;*;*;*;
1047;16:32:54.2;-10:13:18;0.717637;6.60e-17;J1632-1013;J1632-1013;*;*;*;
1048;16:32:14.0;-45:09:09;1.046810;1.49e-14;J1632-4509;J1632-4509;*;*;*;
1049;16:32:49.8;-46:21:48.6;1.709154;7.60e-14;J1632-4621;J1632-4621;*;*;*;
1050;16:32:16.7;-47:57:34.3;0.228564;1.51e-14;J1632-4757;J1632-4757;*;*;*;
1051;16:32:39.7;-48:18:52.6;0.813453;6.50e-13;J1632-4818;J1632-4818;*;*;*;
1052;16:33:55.3;-20:10:09;0.935557;1.07e-15;J1633-2009;J1633-2009;*;*;*;
1053;16:33:47.0;-44:53:07.8;0.436507;6.20e-15;B1630-44;J1633-4453;*;*;*;
1054;16:33:05.4;-48:05:36;0.710830;7.69e-14;J1633-4805;J1633-4805;*;*;*;
1055;16:33:00.1;-50:15:08.1;0.352142;3.79e-15;B1629-50;J1633-5015;*;*;*;
1056;16:34:30;-49:52;0.684936;*;J1634-49;J1634-49;*;*;*;
1057;16:34:04.9;-51:07:45.6;0.507356;1.57e-15;J1634-5107;J1634-5107;*;*;*;
1058;16:34:19.1;-56:40:48.7;0.224201;4.10e-17;J1634-5640;J1634-5640;*;*;*;
1059;16:35:47.3;-15:11:52;1.179387;2.32e-16;J1635-1511;J1635-1511;*;*;*;
1060;16:35:25.7;+24:18:47.3;0.490507;1.19e-16;B1633+24;J1635+2418;*;*;*;
1061;16:35:52;-26:16:17;0.510500;*;J1635-26;J1635-26;*;*;*;
1062;16:35:55.4;-45:13:27;1.594746;3.60e-15;J1635-4513;J1635-4513;*;*;*;
1063;16:35:51.8;-47:35:23.3;2.594578;*;J1635-4735;J1635-4735;AXP,NRAD;*;*;
1064;16:35:55.4;-49:44:36;0.671964;8.79e-15;J1635-4944;J1635-4944;*;*;*;
1065;16:35:09.0;-59:54:41;0.529121;1.37e-15;B1630-59;J1635-5954;*;*;*;
1066;16:36:16.5;-44:40:25;0.206649;4.67e-14;J1636-4440;J1636-4440;*;*;*;
1067;16:36:32.0;-48:03:55;1.204644;2.07e-14;J1636-4803;J1636-4803;*;*;*;
1068;16:36:55.1;-49:33:10;0.430367;1.51e-15;J1636-4933;J1636-4933;*;*;*;
1069;16:37:56.8;-43:35:42;0.771367;3.62e-15;J1637-4335;J1637-4335;*;*;*;
1070;16:37:53.1;-44:50:26.3;0.252870;5.75e-16;J1637-4450;J1637-4450;*;*;*;
1071;16:37:58.7;-45:53:27.3;0.118771;3.19e-15;B1634-45;J1637-4553;*;*;*;
1072;16:37:36;-46:13;0.493091;*;J1637-46;J1637-46;*;*;*;
1073;16:37:13.7;-46:42:15;0.154027;5.92e-14;J1637-4642;J1637-4642;*;*;*;
1074;16:37:11.4;-47:21:03;1.165741;4.44e-15;J1637-4721;J1637-4721;*;*;*;
1075;16:37:58.6;-48:16:12;0.837365;5.83e-15;J1637-4816;J1637-4816;*;*;*;
1076;16:38:37.3;-38:15:03.4;0.698261;7.70e-17;J1638-3815;J1638-3815;*;*;*;
1077;16:38:15.5;-39:51:59;0.771130;5.90e-16;J1638-3951;J1638-3951;*;*;*;
1078;16:38:31;-42:33:56;0.510900;*;J1638-42;J1638-42;*;*;*;
1079;16:38:52.8;-43:44:04;1.121944;2.50e-17;J1638-4344;J1638-4344;*;*;*;
1080;16:38:18;-44:40;0.568057;*;J1638-44;J1638-44;*;*;*;
1081;16:38:46.2;-44:17:03.6;0.117802;1.61e-15;J1638-4417;J1638-4417;*;*;*;
1082;16:38:22.9;-46:08:11.6;0.278137;5.15e-14;J1638-4608;J1638-4608;*;*;*;
1083;16:38:12.9;-47:25:32;0.763933;4.79e-15;J1638-4725;J1638-4725;*;MSS;1940.9000;
1084;16:38:59.9;-52:26:57.4;0.340503;2.65e-15;J1638-5226;J1638-5226;*;*;*;
1085;16:39:06.8;-43:59:52;0.587559;1.50e-17;J1639-4359;J1639-4359;*;*;*;
1086;16:39:21.2;-46:04:33.1;0.529116;5.78e-15;B1635-45;J1639-4604;*;*;*;
1087;16:40:16.7;+22:24:08.8;0.003163;2.82e-21;J1640+2224;J1640+2224;HE;DD;175.4607;
1088;16:40:43.5;-46:31:35.4;0.206443;9.76e-13;J1640-4631;J1640-4631;NRAD;*;*;
1089;16:40:47.6;-46:48:45;0.178352;8.06e-16;J1640-4648;J1640-4648;*;*;*;
1090;16:40:13.1;-47:15:35.3;0.517405;4.20e-14;B1636-47;J1640-4715;*;*;*;
1091;16:40:43.5;-49:51:02.1;0.739099;3.34e-16;J1640-4951;J1640-4951;*;*;*;
1092;16:41:18.0;-23:47:36;1.091008;4.11e-17;J1641-2347;J1641-2347;*;*;*;
1093;16:41:40.8;+36:27:15.4;0.010378;*;B1639+36A;J1641+3627A;*;*;*;
1094;16:41:41;+36:27:37;0.003528;*;B1639+36B;J1641+3627B;*;BT;1.2591;
1095;16:41:41;+36:27:37;0.003722;*;J1641+3627C;J1641+3627C;*;*;*;
1096;16:41:41;+36:27:37;0.003118;*;J1641+3627D;J1641+3627D;*;BT;0.5920;
1097;16:41:41;+36:27:37;0.002487;*;J1641+3627E;J1641+3627E;*;BT;0.1170;
1098;16:43:38.1;-12:24:58.6;0.004622;1.85e-20;J1643-1224;J1643-1224;*;DD;147.0173;
1099;16:43:36.9;-45:05:46.0;0.237383;3.18e-14;J1643-4505;J1643-4505;*;*;*;
1100;16:43:20.4;-45:22:01;1.347899;8.28e-15;J1643-4522;J1643-4522;*;*;*;
1101;16:43:13.5;-45:50:54.5;0.717508;3.00e-14;J1643-4550;J1643-4550;*;*;*;
1102;16:44:36;-44:10;0.173911;*;J1644-44;J1644-44;*;*;*;
1103;16:44:49.2;-45:59:09.5;0.455060;2.01e-14;B1641-45;J1644-4559;*;*;*;
1104;16:44:06;-46:26;0.250941;*;J1644-46;J1644-46;*;*;*;
1105;16:44:38.5;-46:57:38;0.125962;7.50e-16;J1644-4657;J1644-4657;*;*;*;
1106;16:45:02.0;-03:17:58.3;0.387690;1.78e-15;B1642-03;J1645-0317;*;*;*;
1107;16:45:34.4;+10:12:16.0;0.410861;8.13e-17;J1645+1012;J1645+1012;*;*;*;
1108;16:46:18.1;-21:42:09.0;0.005850;*;J1646-2142;J1646-2142;*;BT;23.0000;
1109;16:46:55.3;-43:08:07;0.840680;1.10e-16;J1646-4308;J1646-4308;*;*;*;
1110;16:46:51.3;-43:46:38;0.231603;1.13e-13;B1643-43;J1646-4346;*;*;*;
1111;16:46:36.3;-51:23:14.6;0.530075;2.10e-15;J1646-5123;J1646-5123;*;*;*;
1112;16:46:54.8;-68:31:51;1.785611;1.70e-15;B1641-68;J1646-6831;*;*;*;
1113;16:47:46.5;-36:07:04;0.212316;1.29e-16;J1647-3607;J1647-3607;RRAT;*;*;
1114;16:47:10.2;-45:52:16.8;10.610656;8.33e-13;J1647-4552;J1647-4552;AXP,NRAD;*;*;
1115;16:48;+66:04;1.599819;*;J1647+66;J1647+66;*;*;*;
1116;16:48:06.0;-32:56:40.8;0.719455;3.53e-15;J1648-3256;J1648-3256;*;*;*;
1117;16:48:13.0;-44:58:26;0.629632;1.85e-15;J1648-4458;J1648-4458;*;*;*;
1118;16:48:22.0;-46:11:16;0.164950;2.37e-14;J1648-4611;J1648-4611;*;*;*;
1119;16:48:51.2;-60:44:25.5;0.583765;4.29e-16;J1648-6044;J1648-6044;*;*;*;
1120;16:49:44.2;+25:33:07.0;1.015257;5.59e-16;J1649+2533;J1649+2533;*;*;*;
1121;16:49:48.2;-38:05:59.1;0.262026;3.67e-17;J1649-3805;J1649-3805;*;*;*;
1122;16:49:06.6;-39:35:44.2;0.770910;3.91e-17;J1649-3935;J1649-3935;*;*;*;
1123;16:49:20.4;-43:49:22.2;0.870712;4.40e-17;J1649-4349;J1649-4349;*;*;*;
1124;16:49:24.5;-46:53:09;0.557019;4.97e-14;J1649-4653;J1649-4653;*;*;*;
1125;16:49:18.2;-47:29:53;0.297692;6.55e-15;J1649-4729;J1649-4729;*;*;*;
1126;16:49:31.1;-55:53:40;0.613571;1.70e-15;J1649-5553;J1649-5553;*;*;*;
1127;16:50;+80:45;0.002021;*;J1649+80;J1649+80;*;*;*;
1128;16:50:27.2;-16:54:40;1.749552;3.20e-15;J1650-1654;J1650-1654;*;*;*;
1129;16:50:13.1;-41:26:33.8;0.308918;1.98e-17;J1650-4126;J1650-4126;*;*;*;
1130;16:50:44.6;-43:41:30.8;0.309398;1.67e-17;J1650-4341;J1650-4341;*;*;*;
1131;16:50:32.3;-45:02:37.3;0.380870;1.61e-14;J1650-4502;J1650-4502;*;*;*;
1132;16:50:18.6;-46:01:18.6;0.127123;1.51e-14;J1650-4601;J1650-4601;NRAD;*;*;
1133;16:50:35.1;-49:21:03.8;0.156399;1.82e-15;J1650-4921;J1650-4921;*;*;*;
1134;16:51:31.7;-17:09:22;0.973394;3.04e-15;B1648-17;J1651-1709;*;*;*;
1135;16:51:48.7;-42:46:11;0.844081;4.81e-15;B1648-42;J1651-4246;*;*;*;
1136;16:51:57.2;-45:19:11;0.517443;8.19e-15;J1651-4519;J1651-4519;*;*;*;
1137;16:51:42.9;-52:22:58.2;0.635056;1.81e-15;B1647-52;J1651-5222;*;*;*;
1138;16:51:41.2;-52:55:48;0.890534;2.07e-15;B1647-528;J1651-5255;*;*;*;
1139;16:51:07.8;-76:42:39.5;1.755311;1.36e-15;J1651-7642;J1651-7642;*;*;*;
1140;16:52:16.6;-14:00:27.4;0.305447;1.76e-17;J1652-1400;J1652-1400;*;*;*;
1141;16:52:58.5;-24:03:51;1.703739;3.16e-15;B1649-23;J1652-2404;*;*;*;
1142;16:52:03.0;+26:51:40.4;0.915803;6.54e-16;J1652+2651;J1652+2651;*;*;*;
1143;16:52:59.5;-44:06:05;7.707183;9.50e-15;J1652-4406;J1652-4406;RRAT;*;*;
1144;16:52:54;-48:45;0.003785;*;J1652-48;J1652-48;*;*;*;
1145;16:53:31.0;-20:54:55.1;0.004129;1.12e-20;J1653-2054;J1653-2054;*;ELL1;1.2268;
1146;16:53:39.7;-38:38:20.8;0.305037;2.79e-15;B1650-38;J1653-3838;*;*;*;
1147;16:53:34.2;-40:30:01.4;1.019372;4.36e-16;J1653-4030;J1653-4030;*;*;*;
1148;16:53:40.2;-42:49:03.3;0.612558;4.81e-15;J1653-4249;J1653-4249;*;*;*;
1149;16:53:29.7;-43:15:01;0.419280;1.50e-17;J1653-4315;J1653-4315;*;*;*;
1150;16:53:56.7;-48:54:51;3.059510;3.45e-15;J1653-4854;J1653-4854;*;*;*;
1151;16:54:03;-23:35;0.545360;*;J1654-23;J1654-23;RRAT;*;*;
1152;16:54:23.6;-27:13:02;0.791822;1.68e-16;J1654-2713;J1654-2713;*;*;*;
1153;16:54:44.4;-37:10:57.1;0.939165;7.35e-16;J1654-3710;J1654-3710;*;*;*;
1154;16:54:23.5;-41:40:24;1.273945;1.30e-16;J1654-4140;J1654-4140;*;*;*;
1155;16:54:22.0;-42:45:39;1.101555;5.12e-14;J1654-4245;J1654-4245;*;*;*;
1156;16:55:24.5;-30:48:42;0.542936;3.66e-17;J1655-3048;J1655-3048;*;*;*;
1157;16:55:38.6;-38:44:09;1.193439;2.00e-15;J1655-3844;J1655-3844;*;*;*;
1158;16:56:41;+00:26;1.497850;*;J1656+00;J1656+00;*;*;*;
1159;16:56:32.9;-36:21:59.7;0.730134;1.28e-15;J1656-3621;J1656-3621;*;*;*;
1160;16:57:36.7;-44:32:20;0.609607;8.20e-15;J1657-4432;J1657-4432;*;*;*;
1161;16:58:16.6;-43:06:50;1.166449;4.28e-14;J1658-4306;J1658-4306;*;*;*;
1162;16:58:24;-47:12;0.369365;*;J1658-47;J1658-47;*;*;*;
1163;16:58:54.9;-49:58:58.4;0.416874;3.86e-15;J1658-4958;J1658-4958;*;*;*;
1164;16:58:39.3;-53:24:07.0;0.002439;1.12e-20;J1658-5324;J1658-5324;HE;*;*;
1165;16:59:53.0;-13:05:09.0;0.640958;6.18e-16;B1657-13;J1659-1305;*;*;*;
1166;16:59:56.3;-43:16:06;0.474381;1.71e-16;J1659-4316;J1659-4316;*;*;*;
1167;16:59:39.4;-44:39:01;0.353293;2.50e-17;J1659-4439;J1659-4439;*;*;*;
1168;17:00:52.9;-33:12:46.5;1.358307;4.71e-15;J1700-3312;J1700-3312;*;*;*;
1169;17:00:49.3;-36:11:53;1.494091;4.32e-15;J1700-3611;J1700-3611;*;*;*;
1170;17:00:22.2;-39:19:00.0;0.560504;5.03e-18;J1700-3919;J1700-3919;*;*;*;
1171;17:00:38.5;-40:12:38.6;0.283792;9.91e-17;J1700-4012;J1700-4012;*;*;*;
1172;17:00:53.6;-44:22:27;0.755535;4.00e-17;J1700-4422;J1700-4422;*;*;*;
1173;17:00:22.5;-49:39:15;0.578363;1.08e-15;J1700-4939;J1700-4939;*;*;*;
1174;17:01:12.5;-30:06:30.1;0.005242;-1.30e-19;J1701-3006A;J1701-3006A;*;BT;3.8059;
1175;17:01:12.6;-30:06:49.0;0.003594;-3.48e-19;J1701-3006B;J1701-3006B;*;BT;0.1445;
1176;17:01:12.8;-30:06:59.4;0.007613;-6.41e-20;J1701-3006C;J1701-3006C;*;BT;0.2150;
1177;17:01:13.5;-30:06:42.5;0.003418;1.26e-19;J1701-3006D;J1701-3006D;*;BT;1.1179;
1178;17:01:13.2;-30:06:46.8;0.003234;3.10e-19;J1701-3006E;J1701-3006E;*;BT;0.1585;
1179;17:01:12.8;-30:06:51.8;0.002295;2.22e-19;J1701-3006F;J1701-3006F;*;BT;0.2055;
1180;17:01:43.5;-31:30:36.7;0.291341;5.60e-17;J1701-3130;J1701-3130;*;*;*;
1181;17:01:18.5;-37:26:25;2.454609;1.11e-14;B1658-37;J1701-3726;*;*;*;
1182;17:01:29.1;-45:33:48.7;0.322909;5.19e-16;B1657-45;J1701-4533;*;*;*;
1183;17:01:12.8;-49:58:33;0.804304;1.10e-16;J1701-4958;J1701-4958;*;*;*;
1184;17:02:14.3;-39:32:40;0.390328;3.78e-16;J1702-3932;J1702-3932;*;*;*;
1185;17:02:52.5;-41:28:48.2;0.182136;5.23e-14;J1702-4128;J1702-4128;*;*;*;
1186;17:02:36.4;-42:17:01.2;0.227565;1.14e-17;J1702-4217;J1702-4217;*;*;*;
1187;17:02:27.2;-43:06:44;0.215507;9.79e-15;J1702-4306;J1702-4306;*;*;*;
1188;17:02:26.9;-43:10:40;0.240524;2.24e-13;J1702-4310;J1702-4310;*;*;*;
1189;17:02:52.6;-44:28:03;2.123506;3.30e-15;J1702-4428;J1702-4428;*;*;*;
1190;17:03:51.0;-18:46:15.8;0.804341;1.73e-15;B1700-18;J1703-1846;*;*;*;
1191;17:03:22.5;-32:41:48.0;1.211785;6.60e-16;B1700-32;J1703-3241;*;*;*;
1192;17:03:26;-38:12;6.443000;*;J1703-38;J1703-38;RRAT;*;*;
1193;17:03:20.5;-44:42:42;1.747293;1.43e-14;J1703-4442;J1703-4442;*;*;*;
1194;17:03:54.4;-48:51:55.8;1.396401;5.08e-15;J1703-4851;J1703-4851;*;*;*;
1195;17:04:14.8;-60:16:54;0.306323;9.10e-16;B1659-60;J1704-6016;*;*;*;
1196;17:05;-04:41;0.237480;*;J1705-04;J1705-04;RRAT;*;*;
1197;17:05:36.0;-19:06:38.6;0.298987;4.14e-15;B1702-19;J1705-1906;HE;*;*;
1198;17:05:42.3;-34:23:45.1;0.255426;1.08e-15;J1705-3423;J1705-3423;*;*;*;
1199;17:05:37.1;-39:36:29;0.854482;1.93e-14;J1705-3936;J1705-3936;*;*;*;
1200;17:05:29.8;-39:50:59;0.318941;6.06e-14;J1705-3950;J1705-3950;*;*;*;
1201;17:05:20.4;-41:08:44;0.861067;3.47e-14;J1705-4108;J1705-4108;*;*;*;
1202;17:05:35.9;-43:31:13.6;0.222561;7.12e-17;J1705-4331;J1705-4331;*;*;*;
1203;17:05:50;-52:36:17;0.230700;*;J1705-52;J1705-52;*;*;*;
1204;17:05:15.3;-61:35:15;0.808546;6.00e-17;J1705-6135;J1705-6135;*;*;*;
